customer_ID,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,gender,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
226,no checking,36,no credits,repairs,2613.0,less than 100,less than 4 years,4,male,none,2.0,car,27,none,own,2,skilled,1.0,none,yes,good
226,no checking,36,all paid,repairs,2613.0,less than 100,less than 4 years,4,male,none,2.0,car,27,none,own,2,skilled,1.0,none,yes,good
227,less than 200,48,existing paid,radio/tv,10961.0,more than 1000,less than 7 years,1,male,co applicant,2.0,no known property,27,bank,own,2,skilled,1.0,yes,yes,bad
228,0,12,existing paid,furniture/equipment,7865.0,less than 100,more than 7 years,4,male,none,4.0,no known property,53,none,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
229,no checking,9,existing paid,radio/tv,1478.0,less than 100,less than 7 years,4,male,none,2.0,car,22,none,own,1,skilled,1.0,none,yes,bad
230,0,24,existing paid,furniture/equipment,3149.0,less than 100,less than a year,4,male,none,1.0,no known property,22,bank,for free,1,skilled,1.0,none,yes,good
231,more than 200,36,existing paid,radio/tv,4210.0,less than 100,less than 4 years,4,male,none,2.0,car,26,none,own,1,skilled,1.0,none,yes,bad
232,no checking,9,existing paid,new car,2507.0,500<=Xless than 1000,more than 7 years,2,male,none,4.0,no known property,51,none,for free,1,unskilled resident,1.0,none,yes,good
233,no checking,12,existing paid,radio/tv,2141.0,less than 500,less than 7 years,3,male,none,1.0,no known property,35,none,own,1,skilled,1.0,none,yes,good
234,less than 200,18,existing paid,radio/tv,866.0,less than 100,less than 4 years,4,male,guarantor,2.0,real estate,25,none,own,1,unskilled resident,1.0,none,yes,good
235,no checking,4,critical,radio/tv,1544.0,less than 100,less than 7 years,2,male,none,1.0,real estate,42,none,own,3,unskilled resident,2.0,none,yes,good
235,no checking,4,other existing credit,radio/tv,1544.0,less than 100,less than 7 years,2,male,none,1.0,real estate,42,none,own,3,unskilled resident,2.0,none,yes,good
236,0,24,existing paid,radio/tv,1823.0,less than 100,unemployed,4,male,none,2.0,car,30,stores,own,1,high qualif/self emp/mgmt,2.0,none,yes,bad
237,less than 200,6,existing paid,new car,14555.0,no known savings,unemployed,1,male,none,2.0,life insurance,23,none,own,1,unemp/unskilled non res,1.0,yes,yes,bad
238,less than 200,21,existing paid,business,2767.0,less than 500,more than 7 years,4,male,none,2.0,car,61,bank,rent,2,unskilled resident,1.0,none,yes,bad
239,no checking,12,critical,radio/tv,1291.0,less than 100,less than 4 years,4,female,none,2.0,life insurance,35,none,own,2,skilled,1.0,none,yes,good
239,no checking,12,other existing credit,radio/tv,1291.0,less than 100,less than 4 years,4,female,none,2.0,life insurance,35,none,own,2,skilled,1.0,none,yes,good
240,0,30,existing paid,radio/tv,2522.0,less than 100,more than 7 years,1,male,guarantor,3.0,life insurance,39,none,own,1,skilled,2.0,none,yes,good
241,0,24,existing paid,new car,915.0,no known savings,more than 7 years,4,female,none,2.0,car,29,bank,own,1,skilled,1.0,none,yes,bad
242,no checking,6,existing paid,radio/tv,1595.0,less than 100,less than 7 years,3,male,none,2.0,life insurance,51,none,own,1,skilled,2.0,none,yes,good
243,0,48,no credits,used car,4605.0,less than 100,more than 7 years,3,male,none,4.0,no known property,24,none,for free,2,skilled,2.0,none,yes,bad
243,0,48,all paid,used car,4605.0,less than 100,more than 7 years,3,male,none,4.0,no known property,24,none,for free,2,skilled,2.0,none,yes,bad
244,no checking,12,critical,business,1185.0,less than 100,less than 4 years,3,female,none,2.0,real estate,27,none,own,2,skilled,1.0,none,yes,good
244,no checking,12,other existing credit,business,1185.0,less than 100,less than 4 years,3,female,none,2.0,real estate,27,none,own,2,skilled,1.0,none,yes,good
245,no checking,12,all paid,retraining,3447.0,500<=Xless than 1000,less than 4 years,4,female,none,3.0,real estate,35,none,own,1,unskilled resident,2.0,none,yes,good
246,no checking,24,existing paid,business,1258.0,less than 100,less than 7 years,4,male,none,1.0,real estate,25,none,own,1,skilled,1.0,yes,yes,good
247,no checking,12,critical,radio/tv,717.0,less than 100,more than 7 years,4,male,none,4.0,real estate,52,none,own,3,skilled,1.0,none,yes,good
247,no checking,12,other existing credit,radio/tv,717.0,less than 100,more than 7 years,4,male,none,4.0,real estate,52,none,own,3,skilled,1.0,none,yes,good
248,no checking,6,no credits,new car,1204.0,less than 500,less than 4 years,4,male,none,1.0,no known property,35,bank,rent,1,skilled,1.0,none,no,good
248,no checking,6,all paid,new car,1204.0,less than 500,less than 4 years,4,male,none,1.0,no known property,35,bank,rent,1,skilled,1.0,none,no,good
249,more than 200,24,existing paid,furniture/equipment,1925.0,less than 100,less than 4 years,2,male,none,2.0,real estate,26,none,own,1,skilled,1.0,none,yes,good
250,no checking,18,existing paid,radio/tv,433.0,less than 100,unemployed,3,female,co applicant,4.0,real estate,22,none,rent,1,skilled,1.0,none,yes,bad
251,0,6,critical,new car,666.0,more than 1000,less than 7 years,3,female,none,4.0,real estate,39,none,own,2,unskilled resident,1.0,yes,yes,good
251,0,6,other existing credit,new car,666.0,more than 1000,less than 7 years,3,female,none,4.0,real estate,39,none,own,2,unskilled resident,1.0,yes,yes,good
252,more than 200,12,existing paid,furniture/equipment,2251.0,less than 100,less than 4 years,1,female,none,2.0,car,46,none,own,1,unskilled resident,1.0,none,yes,good
253,less than 200,30,existing paid,new car,2150.0,less than 100,less than 4 years,4,female,guarantor,2.0,no known property,24,bank,own,1,skilled,1.0,none,yes,bad
254,no checking,24,delayed previously,furniture/equipment,4151.0,less than 500,less than 4 years,2,male,none,3.0,life insurance,35,none,own,2,skilled,1.0,none,yes,good
255,less than 200,9,existing paid,furniture/equipment,2030.0,no known savings,less than 7 years,2,male,none,1.0,car,24,none,own,1,skilled,1.0,yes,yes,good
256,less than 200,60,delayed previously,radio/tv,7418.0,no known savings,less than 4 years,1,male,none,1.0,real estate,27,none,own,1,unskilled resident,1.0,none,yes,good
257,no checking,24,critical,radio/tv,2684.0,less than 100,less than 4 years,4,male,none,2.0,real estate,35,none,own,2,unskilled resident,1.0,none,yes,good
257,no checking,24,other existing credit,radio/tv,2684.0,less than 100,less than 4 years,4,male,none,2.0,real estate,35,none,own,2,unskilled resident,1.0,none,yes,good
258,0,12,all paid,radio/tv,2149.0,less than 100,less than 4 years,4,male,none,1.0,no known property,29,none,for free,1,skilled,1.0,none,yes,bad
259,no checking,15,existing paid,used car,3812.0,less than 500,less than a year,1,female,none,4.0,car,23,none,own,1,skilled,1.0,yes,yes,good
260,no checking,11,critical,radio/tv,1154.0,less than 500,unemployed,4,female,none,4.0,real estate,57,none,own,3,unskilled resident,1.0,none,yes,good
260,no checking,11,other existing credit,radio/tv,1154.0,less than 500,unemployed,4,female,none,4.0,real estate,57,none,own,3,unskilled resident,1.0,none,yes,good
261,0,12,existing paid,furniture/equipment,1657.0,less than 100,less than 4 years,2,male,none,2.0,real estate,27,none,own,1,skilled,1.0,none,yes,good
262,0,24,existing paid,radio/tv,1603.0,less than 100,more than 7 years,4,female,none,4.0,car,55,none,own,1,skilled,1.0,none,yes,good
263,0,18,critical,new car,5302.0,less than 100,more than 7 years,2,male,none,4.0,no known property,36,none,for free,3,high qualif/self emp/mgmt,1.0,yes,yes,good
263,0,18,other existing credit,new car,5302.0,less than 100,more than 7 years,2,male,none,4.0,no known property,36,none,for free,3,high qualif/self emp/mgmt,1.0,yes,yes,good
264,no checking,12,critical,education,2748.0,less than 100,more than 7 years,2,female,none,4.0,no known property,57,bank,for free,3,unskilled resident,1.0,none,yes,good
264,no checking,12,other existing credit,education,2748.0,less than 100,more than 7 years,2,female,none,4.0,no known property,57,bank,for free,3,unskilled resident,1.0,none,yes,good
265,no checking,10,critical,new car,1231.0,less than 100,more than 7 years,3,male,none,4.0,real estate,32,none,own,2,unskilled resident,2.0,none,no,good
265,no checking,10,other existing credit,new car,1231.0,less than 100,more than 7 years,3,male,none,4.0,real estate,32,none,own,2,unskilled resident,2.0,none,no,good
266,less than 200,15,existing paid,radio/tv,802.0,less than 100,more than 7 years,4,male,none,3.0,car,37,none,own,1,skilled,2.0,none,yes,bad
267,no checking,36,critical,business,6304.0,no known savings,more than 7 years,4,male,none,4.0,real estate,36,none,own,2,skilled,1.0,none,yes,good
267,no checking,36,other existing credit,business,6304.0,no known savings,more than 7 years,4,male,none,4.0,real estate,36,none,own,2,skilled,1.0,none,yes,good
268,no checking,24,existing paid,radio/tv,1533.0,less than 100,less than a year,4,female,none,3.0,car,38,stores,own,1,skilled,1.0,yes,yes,good
269,0,14,existing paid,new car,8978.0,less than 100,more than 7 years,1,male,none,4.0,life insurance,45,none,own,1,high qualif/self emp/mgmt,1.0,yes,no,bad
270,no checking,24,existing paid,radio/tv,999.0,no known savings,more than 7 years,4,male,none,2.0,car,25,none,own,2,skilled,1.0,none,yes,good
271,no checking,18,existing paid,new car,2662.0,no known savings,less than 7 years,4,male,none,3.0,life insurance,32,none,own,1,skilled,1.0,none,no,good
272,no checking,12,critical,furniture/equipment,1402.0,500<=Xless than 1000,less than 7 years,3,female,none,4.0,car,37,none,rent,1,skilled,1.0,yes,yes,good
272,no checking,12,other existing credit,furniture/equipment,1402.0,500<=Xless than 1000,less than 7 years,3,female,none,4.0,car,37,none,rent,1,skilled,1.0,yes,yes,good
273,less than 200,48,all paid,new car,12169.0,no known savings,unemployed,4,male,co applicant,4.0,no known property,36,none,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,good
274,less than 200,48,existing paid,radio/tv,3060.0,less than 100,less than 7 years,4,male,none,4.0,real estate,28,none,own,2,skilled,1.0,none,yes,bad
275,0,30,existing paid,repairs,11998.0,less than 100,less than a year,1,male,none,1.0,no known property,34,none,own,1,unskilled resident,1.0,yes,yes,bad
276,no checking,9,existing paid,radio/tv,2697.0,less than 100,less than 4 years,1,male,none,2.0,real estate,32,none,own,1,skilled,2.0,none,yes,good
277,no checking,18,critical,radio/tv,2404.0,less than 100,less than 4 years,2,female,none,2.0,car,26,none,own,2,skilled,1.0,none,yes,good
277,no checking,18,other existing credit,radio/tv,2404.0,less than 100,less than 4 years,2,female,none,2.0,car,26,none,own,2,skilled,1.0,none,yes,good
278,0,12,existing paid,furniture/equipment,1262.0,no known savings,more than 7 years,2,male,none,4.0,life insurance,49,none,own,1,unskilled resident,1.0,yes,yes,good
279,no checking,6,existing paid,furniture/equipment,4611.0,less than 100,less than a year,1,female,none,4.0,life insurance,32,none,own,1,skilled,1.0,none,yes,bad
280,no checking,24,existing paid,radio/tv,1901.0,less than 500,less than 4 years,4,male,none,4.0,car,29,none,rent,1,high qualif/self emp/mgmt,1.0,yes,yes,good
281,no checking,15,critical,used car,3368.0,more than 1000,more than 7 years,3,male,none,4.0,no known property,23,none,rent,2,skilled,1.0,yes,yes,good
281,no checking,15,other existing credit,used car,3368.0,more than 1000,more than 7 years,3,male,none,4.0,no known property,23,none,rent,2,skilled,1.0,yes,yes,good
282,no checking,12,existing paid,furniture/equipment,1574.0,less than 100,less than 4 years,4,male,none,2.0,real estate,50,none,own,1,skilled,1.0,none,yes,good
283,more than 200,18,all paid,radio/tv,1445.0,no known savings,less than 7 years,4,male,none,4.0,car,49,bank,own,1,unskilled resident,1.0,none,yes,good
284,no checking,15,critical,furniture/equipment,1520.0,no known savings,more than 7 years,4,male,none,4.0,life insurance,63,none,own,1,skilled,1.0,none,yes,good
284,no checking,15,other existing credit,furniture/equipment,1520.0,no known savings,more than 7 years,4,male,none,4.0,life insurance,63,none,own,1,skilled,1.0,none,yes,good
285,less than 200,24,critical,new car,3878.0,less than 500,less than a year,4,male,none,2.0,car,37,none,own,1,skilled,1.0,yes,yes,good
285,less than 200,24,other existing credit,new car,3878.0,less than 500,less than a year,4,male,none,2.0,car,37,none,own,1,skilled,1.0,yes,yes,good
286,0,47,existing paid,new car,10722.0,less than 100,less than a year,1,female,none,1.0,real estate,35,none,own,1,unskilled resident,1.0,yes,yes,good
287,0,48,existing paid,used car,4788.0,less than 100,less than 7 years,4,male,none,3.0,life insurance,26,none,own,1,skilled,2.0,none,yes,good
288,less than 200,48,delayed previously,other,7582.0,less than 500,unemployed,2,male,none,4.0,no known property,31,none,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,good
289,less than 200,12,existing paid,radio/tv,1092.0,less than 100,less than 4 years,4,female,guarantor,4.0,real estate,49,none,own,2,skilled,1.0,yes,yes,good
290,0,24,delayed previously,radio/tv,1024.0,less than 100,less than a year,4,male,none,4.0,real estate,48,stores,own,1,skilled,1.0,none,yes,bad
291,no checking,12,existing paid,business,1076.0,less than 100,less than 4 years,2,male,none,2.0,real estate,26,none,own,1,skilled,1.0,yes,no,good
292,less than 200,36,existing paid,used car,9398.0,less than 100,less than a year,1,male,none,4.0,car,28,none,rent,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
293,0,24,critical,used car,6419.0,less than 100,more than 7 years,2,female,none,4.0,no known property,44,none,for free,2,high qualif/self emp/mgmt,2.0,yes,yes,good
293,0,24,other existing credit,used car,6419.0,less than 100,more than 7 years,2,female,none,4.0,no known property,44,none,for free,2,high qualif/self emp/mgmt,2.0,yes,yes,good
294,more than 200,42,critical,used car,4796.0,less than 100,more than 7 years,4,male,none,4.0,no known property,56,none,for free,1,skilled,1.0,none,yes,good
294,more than 200,42,other existing credit,used car,4796.0,less than 100,more than 7 years,4,male,none,4.0,no known property,56,none,for free,1,skilled,1.0,none,yes,good
295,no checking,48,critical,business,7629.0,no known savings,more than 7 years,4,male,none,2.0,car,46,bank,own,2,high qualif/self emp/mgmt,2.0,none,yes,good
295,no checking,48,other existing credit,business,7629.0,no known savings,more than 7 years,4,male,none,2.0,car,46,bank,own,2,high qualif/self emp/mgmt,2.0,none,yes,good
296,less than 200,48,existing paid,furniture/equipment,9960.0,less than 100,less than a year,1,female,none,2.0,car,26,none,own,1,skilled,1.0,yes,yes,bad
297,no checking,12,existing paid,used car,4675.0,no known savings,less than a year,1,female,none,4.0,car,20,none,rent,1,skilled,1.0,none,yes,good
298,no checking,10,existing paid,new car,1287.0,no known savings,more than 7 years,4,male,co applicant,2.0,life insurance,45,none,own,1,unskilled resident,1.0,none,no,good
299,no checking,18,existing paid,furniture/equipment,2515.0,less than 100,less than 4 years,3,male,none,4.0,real estate,43,none,own,1,skilled,1.0,yes,yes,good
300,less than 200,21,critical,furniture/equipment,2745.0,more than 1000,less than 7 years,3,male,none,2.0,car,32,none,own,2,skilled,1.0,yes,yes,good
300,less than 200,21,other existing credit,furniture/equipment,2745.0,more than 1000,less than 7 years,3,male,none,2.0,car,32,none,own,2,skilled,1.0,yes,yes,good
301,no checking,6,existing paid,new car,672.0,less than 100,unemployed,1,female,none,4.0,real estate,54,none,own,1,unemp/unskilled non res,1.0,yes,yes,good
302,less than 200,36,no credits,radio/tv,3804.0,less than 100,less than 4 years,4,female,none,1.0,car,42,none,own,1,skilled,1.0,yes,yes,bad
302,less than 200,36,all paid,radio/tv,3804.0,less than 100,less than 4 years,4,female,none,1.0,car,42,none,own,1,skilled,1.0,yes,yes,bad
303,more than 200,24,critical,new car,1344.0,no known savings,less than 7 years,4,male,none,2.0,real estate,37,bank,own,2,unskilled resident,2.0,none,yes,bad
303,more than 200,24,other existing credit,new car,1344.0,no known savings,less than 7 years,4,male,none,2.0,real estate,37,bank,own,2,unskilled resident,2.0,none,yes,bad
304,0,10,critical,new car,1038.0,less than 100,less than 7 years,4,male,co applicant,3.0,life insurance,49,none,own,2,skilled,1.0,yes,yes,good
304,0,10,other existing credit,new car,1038.0,less than 100,less than 7 years,4,male,co applicant,3.0,life insurance,49,none,own,2,skilled,1.0,yes,yes,good
305,no checking,48,critical,new car,10127.0,500<=Xless than 1000,less than 4 years,2,male,none,2.0,no known property,44,bank,for free,1,skilled,1.0,none,yes,bad
305,no checking,48,other existing credit,new car,10127.0,500<=Xless than 1000,less than 4 years,2,male,none,2.0,no known property,44,bank,for free,1,skilled,1.0,none,yes,bad
306,no checking,6,existing paid,furniture/equipment,1543.0,more than 1000,less than 4 years,4,male,none,2.0,real estate,33,none,own,1,skilled,1.0,none,yes,good
307,no checking,30,existing paid,used car,4811.0,no known savings,less than 7 years,2,female,none,4.0,life insurance,24,stores,rent,1,unskilled resident,1.0,none,yes,good
308,0,12,existing paid,radio/tv,727.0,less than 500,less than a year,4,male,none,3.0,no known property,33,none,own,1,unskilled resident,1.0,yes,yes,bad
309,less than 200,8,existing paid,furniture/equipment,1237.0,less than 100,less than 4 years,3,female,none,4.0,real estate,24,none,own,1,skilled,1.0,none,yes,bad
310,less than 200,9,existing paid,new car,276.0,less than 100,less than 4 years,4,male,none,4.0,real estate,22,none,rent,1,unskilled resident,1.0,none,yes,good
311,less than 200,48,existing paid,other,5381.0,no known savings,unemployed,3,male,none,4.0,no known property,40,bank,for free,1,unemp/unskilled non res,1.0,yes,yes,good
312,no checking,24,existing paid,furniture/equipment,5511.0,less than 500,less than 4 years,4,male,none,1.0,car,25,stores,own,1,skilled,1.0,none,yes,good
313,more than 200,24,existing paid,furniture/equipment,3749.0,less than 100,less than a year,2,female,none,4.0,car,26,none,own,1,skilled,1.0,none,yes,good
314,less than 200,12,existing paid,new car,685.0,less than 100,less than 7 years,2,male,none,3.0,car,25,bank,own,1,unskilled resident,1.0,none,yes,bad
315,more than 200,4,existing paid,new car,1494.0,no known savings,less than a year,1,male,none,2.0,real estate,29,none,own,1,unskilled resident,2.0,none,no,good
316,0,36,all paid,furniture/equipment,2746.0,less than 100,more than 7 years,4,male,none,4.0,car,31,bank,own,1,skilled,1.0,none,yes,bad
317,0,12,existing paid,furniture/equipment,708.0,less than 100,less than 4 years,2,male,guarantor,3.0,life insurance,38,none,own,1,unskilled resident,2.0,none,yes,good
318,less than 200,24,existing paid,furniture/equipment,4351.0,no known savings,less than 4 years,1,female,none,4.0,life insurance,48,none,own,1,unskilled resident,1.0,yes,yes,good
319,no checking,12,critical,education,701.0,less than 100,less than 4 years,4,male,none,2.0,car,32,none,own,2,skilled,1.0,none,yes,good
319,no checking,12,other existing credit,education,701.0,less than 100,less than 4 years,4,male,none,2.0,car,32,none,own,2,skilled,1.0,none,yes,good
320,0,15,delayed previously,furniture/equipment,3643.0,less than 100,more than 7 years,1,female,none,4.0,life insurance,27,none,own,2,unskilled resident,1.0,none,yes,good
321,less than 200,30,critical,new car,4249.0,less than 100,unemployed,4,male,none,2.0,car,28,none,own,2,high qualif/self emp/mgmt,1.0,none,yes,bad
321,less than 200,30,other existing credit,new car,4249.0,less than 100,unemployed,4,male,none,2.0,car,28,none,own,2,high qualif/self emp/mgmt,1.0,none,yes,bad
322,0,24,existing paid,radio/tv,1938.0,less than 100,less than a year,4,male,none,3.0,life insurance,32,none,own,1,skilled,1.0,none,yes,bad
323,0,24,existing paid,used car,2910.0,less than 100,less than 7 years,2,male,none,1.0,no known property,34,none,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,good
324,0,18,existing paid,furniture/equipment,2659.0,more than 1000,less than 4 years,4,male,none,2.0,car,28,none,own,1,skilled,1.0,none,yes,good
325,no checking,18,critical,new car,1028.0,less than 100,less than 4 years,4,female,none,3.0,real estate,36,none,own,2,skilled,1.0,none,yes,good
325,no checking,18,other existing credit,new car,1028.0,less than 100,less than 4 years,4,female,none,3.0,real estate,36,none,own,2,skilled,1.0,none,yes,good
326,0,8,critical,new car,3398.0,less than 100,less than 7 years,1,male,none,4.0,real estate,39,none,own,2,unskilled resident,1.0,none,no,good
326,0,8,other existing credit,new car,3398.0,less than 100,less than 7 years,1,male,none,4.0,real estate,39,none,own,2,unskilled resident,1.0,none,no,good
327,no checking,12,critical,furniture/equipment,5801.0,no known savings,more than 7 years,2,male,none,4.0,life insurance,49,none,rent,1,skilled,1.0,yes,yes,good
327,no checking,12,other existing credit,furniture/equipment,5801.0,no known savings,more than 7 years,2,male,none,4.0,life insurance,49,none,rent,1,skilled,1.0,yes,yes,good
328,no checking,24,existing paid,new car,1525.0,more than 1000,less than 7 years,4,female,none,3.0,car,34,none,own,1,skilled,2.0,yes,yes,good
329,more than 200,36,existing paid,radio/tv,4473.0,less than 100,more than 7 years,4,male,none,2.0,car,31,none,own,1,skilled,1.0,none,yes,good
330,less than 200,6,existing paid,radio/tv,1068.0,less than 100,more than 7 years,4,male,none,4.0,car,28,none,own,1,skilled,2.0,none,yes,good
331,0,24,critical,used car,6615.0,less than 100,unemployed,2,male,none,4.0,no known property,75,none,for free,2,high qualif/self emp/mgmt,1.0,yes,yes,good
331,0,24,other existing credit,used car,6615.0,less than 100,unemployed,2,male,none,4.0,no known property,75,none,for free,2,high qualif/self emp/mgmt,1.0,yes,yes,good
332,no checking,18,critical,education,1864.0,less than 500,less than 4 years,4,female,none,2.0,real estate,30,none,own,2,skilled,1.0,none,yes,bad
332,no checking,18,other existing credit,education,1864.0,less than 500,less than 4 years,4,female,none,2.0,real estate,30,none,own,2,skilled,1.0,none,yes,bad
333,less than 200,60,existing paid,new car,7408.0,less than 500,less than a year,4,female,none,2.0,life insurance,24,none,own,1,high qualif/self emp/mgmt,1.0,none,yes,bad
334,no checking,48,critical,used car,11590.0,less than 500,less than 4 years,2,female,none,4.0,car,24,bank,rent,2,unskilled resident,1.0,none,yes,bad
334,no checking,48,other existing credit,used car,11590.0,less than 500,less than 4 years,2,female,none,4.0,car,24,bank,rent,2,unskilled resident,1.0,none,yes,bad
335,0,24,no credits,furniture/equipment,4110.0,less than 100,more than 7 years,3,male,none,4.0,no known property,23,bank,rent,2,skilled,2.0,none,yes,bad
335,0,24,all paid,furniture/equipment,4110.0,less than 100,more than 7 years,3,male,none,4.0,no known property,23,bank,rent,2,skilled,2.0,none,yes,bad
336,0,6,critical,furniture/equipment,3384.0,less than 100,less than 4 years,1,male,none,4.0,real estate,44,none,rent,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
336,0,6,other existing credit,furniture/equipment,3384.0,less than 100,less than 4 years,1,male,none,4.0,real estate,44,none,rent,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
337,less than 200,13,existing paid,radio/tv,2101.0,less than 100,less than a year,2,female,guarantor,4.0,life insurance,23,none,own,1,unskilled resident,1.0,none,yes,good
338,0,15,existing paid,domestic appliance,1275.0,no known savings,less than 4 years,4,female,none,2.0,car,24,none,rent,1,skilled,1.0,none,yes,bad
339,0,24,existing paid,furniture/equipment,4169.0,less than 100,less than 4 years,4,male,none,4.0,life insurance,28,none,own,1,skilled,1.0,none,yes,good
340,less than 200,10,existing paid,furniture/equipment,1521.0,less than 100,less than 4 years,4,male,none,2.0,car,31,none,own,1,unskilled resident,1.0,none,yes,good
341,less than 200,24,critical,education,5743.0,less than 100,less than a year,2,female,none,4.0,no known property,24,none,for free,2,skilled,1.0,yes,yes,good
341,less than 200,24,other existing credit,education,5743.0,less than 100,less than a year,2,female,none,4.0,no known property,24,none,for free,2,skilled,1.0,yes,yes,good
342,0,21,existing paid,furniture/equipment,3599.0,less than 100,less than 7 years,1,female,none,4.0,car,26,none,rent,1,unskilled resident,1.0,none,yes,good
343,less than 200,18,existing paid,radio/tv,3213.0,500<=Xless than 1000,less than a year,1,male,none,3.0,real estate,25,none,rent,1,skilled,1.0,none,yes,good
344,less than 200,18,existing paid,business,4439.0,less than 100,more than 7 years,1,male,co applicant,1.0,real estate,33,bank,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
345,more than 200,10,existing paid,new car,3949.0,less than 100,less than a year,1,male,guarantor,1.0,life insurance,37,none,own,1,unskilled resident,2.0,none,yes,good
346,no checking,15,critical,radio/tv,1459.0,less than 100,less than 4 years,4,female,none,2.0,car,43,none,own,1,unskilled resident,1.0,none,yes,good
346,no checking,15,other existing credit,radio/tv,1459.0,less than 100,less than 4 years,4,female,none,2.0,car,43,none,own,1,unskilled resident,1.0,none,yes,good
347,less than 200,13,critical,radio/tv,882.0,less than 100,less than a year,4,male,guarantor,4.0,real estate,23,none,own,2,skilled,1.0,none,yes,good
347,less than 200,13,other existing credit,radio/tv,882.0,less than 100,less than a year,4,male,guarantor,4.0,real estate,23,none,own,2,skilled,1.0,none,yes,good
348,less than 200,24,existing paid,radio/tv,3758.0,500<=Xless than 1000,unemployed,1,female,none,4.0,no known property,23,none,rent,1,unemp/unskilled non res,1.0,none,yes,good
349,no checking,6,delayed previously,business,1743.0,less than 500,less than 4 years,1,male,none,2.0,real estate,34,none,own,2,unskilled resident,1.0,none,yes,good
350,less than 200,9,critical,education,1136.0,more than 1000,more than 7 years,4,male,none,3.0,no known property,32,none,for free,2,skilled,2.0,none,yes,bad
350,less than 200,9,other existing credit,education,1136.0,more than 1000,more than 7 years,4,male,none,3.0,no known property,32,none,for free,2,skilled,2.0,none,yes,bad
351,no checking,9,existing paid,domestic appliance,1236.0,less than 100,less than a year,1,female,none,4.0,real estate,23,none,rent,1,skilled,1.0,yes,yes,good
352,less than 200,9,existing paid,furniture/equipment,959.0,less than 100,less than 4 years,1,female,none,2.0,car,29,none,own,1,skilled,1.0,none,no,bad
353,no checking,18,critical,used car,3229.0,no known savings,unemployed,2,male,none,4.0,no known property,38,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
353,no checking,18,other existing credit,used car,3229.0,no known savings,unemployed,2,male,none,4.0,no known property,38,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
354,0,12,no credits,radio/tv,6199.0,less than 100,less than 4 years,4,male,none,2.0,life insurance,28,none,rent,2,skilled,1.0,yes,yes,bad
354,0,12,all paid,radio/tv,6199.0,less than 100,less than 4 years,4,male,none,2.0,life insurance,28,none,rent,2,skilled,1.0,yes,yes,bad
355,no checking,10,existing paid,education,727.0,500<=Xless than 1000,more than 7 years,4,male,none,4.0,no known property,46,none,for free,1,skilled,1.0,yes,yes,good
356,less than 200,24,existing paid,new car,1246.0,less than 100,less than a year,4,male,none,2.0,real estate,23,stores,own,1,unskilled resident,1.0,none,yes,bad
357,no checking,12,critical,radio/tv,2331.0,no known savings,more than 7 years,1,male,co applicant,4.0,real estate,49,none,own,1,skilled,1.0,yes,yes,good
357,no checking,12,other existing credit,radio/tv,2331.0,no known savings,more than 7 years,1,male,co applicant,4.0,real estate,49,none,own,1,skilled,1.0,yes,yes,good
358,no checking,36,delayed previously,radio/tv,4463.0,less than 100,less than 4 years,4,male,none,2.0,car,26,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,bad
359,no checking,12,existing paid,radio/tv,776.0,less than 100,less than 4 years,4,male,none,2.0,real estate,28,none,own,1,skilled,1.0,none,yes,good
360,0,30,existing paid,furniture/equipment,2406.0,less than 100,less than 7 years,4,female,none,4.0,real estate,23,none,rent,1,skilled,1.0,none,yes,bad
361,less than 200,18,existing paid,education,1239.0,no known savings,less than 4 years,4,male,none,4.0,no known property,61,none,for free,1,skilled,1.0,none,yes,good
362,more than 200,12,existing paid,radio/tv,3399.0,no known savings,more than 7 years,2,male,none,3.0,car,37,none,own,1,high qualif/self emp/mgmt,1.0,none,yes,good
363,more than 200,12,delayed previously,new car,2247.0,less than 100,less than 4 years,2,female,none,2.0,car,36,stores,own,2,skilled,1.0,yes,yes,good
364,no checking,6,existing paid,furniture/equipment,1766.0,less than 100,less than 4 years,1,male,none,2.0,life insurance,21,none,rent,1,skilled,1.0,none,yes,good
365,0,18,existing paid,furniture/equipment,2473.0,less than 100,unemployed,4,male,none,1.0,car,25,none,own,1,unemp/unskilled non res,1.0,none,yes,bad
366,no checking,12,existing paid,business,1542.0,less than 100,less than 7 years,2,male,none,4.0,car,36,none,own,1,skilled,1.0,yes,yes,good
367,no checking,18,critical,used car,3850.0,less than 100,less than 7 years,3,male,none,1.0,car,27,none,own,2,skilled,1.0,none,yes,good
